station_origin,station_destination,flow_changeA,flow_changeB1,flow_changeB2
Crouch Hill,Hackney Downs,3,0,0
Crouch Hill,Wembley Central,3,1,0
Croxley,Holland Park,3,1,0
Croxley,Park Royal,3,2,0
Croxley,Queen's Park,3,1,0
Croxley,Wood Green,3,0,0
Custom House,Devons Road,3,1,0
Custom House,West India Quay,3,0,0
Cyprus,Greenwich,3,0,0
Cyprus,King George V,3,1,0
Dagenham East,Acton Town,3,1,0
Dagenham East,Clapham South,3,1,0
Dagenham East,East Putney,3,1,0
Dagenham East,Golders Green,3,3,0
Dagenham East,Kennington,3,1,0
Dagenham East,Stockwell,3,1,0
Dagenham East,Westbourne Park,3,1,0
Dagenham East,Wood Lane,3,1,0
Dagenham Heathway,Arnos Grove,3,1,0
Dagenham Heathway,Bounds Green,3,1,0
Dagenham Heathway,Colliers Wood,3,0,0
Dagenham Heathway,Hatton Cross,3,1,0
Dagenham Heathway,Highgate,3,1,0
Dagenham Heathway,Kilburn Park,3,1,0
Dagenham Heathway,Royal Oak,3,1,0
Dagenham Heathway,Southgate,3,1,0
Dagenham Heathway,Stamford Brook,3,1,0
Dagenham Heathway,Wembley Central,3,2,0
Dagenham Heathway,Willesden Green,3,1,0
Dalston Kingsland,Bushey,3,0,0
Dalston Kingsland,North Wembley,3,0,0
Dalston Kingsland,Norwood Junction,3,0,0
Debden,East Putney,3,2,0
Debden,Kennington,3,1,0
Debden,Manor House,3,1,0
Debden,Plaistow,3,2,0
Denmark Hill,Anerley,3,1,0
Dollis Hill,Bromley-by-Bow,3,1,0
Dollis Hill,Heathrow Terminals 2 & 3,3,2,0
Dollis Hill,Leyton,3,1,0
Ealing Broadway,Amersham,3,2,0
Ealing Broadway,Cockfosters,3,1,0
Ealing Broadway,Elm Park,3,0,0
Ealing Common,Blackhorse Road,3,0,0
Ealing Common,Chalk Farm,3,1,0
Ealing Common,Clapham North,3,0,0
Ealing Common,Maida Vale,3,1,0
Ealing Common,Stepney Green,3,0,0
Earl's Court,Brent Cross,3,0,0
Earl's Court,Burnt Oak,3,0,0
Earl's Court,High Barnet,3,1,0
Earl's Court,North Wembley,3,1,0
Earl's Court,South Woodford,3,0,0
East Acton,Bromley-by-Bow,3,0,0
East Acton,Clapham North,3,0,0
East Acton,East Ham,3,0,0
East Acton,Golders Green,3,2,0
East Acton,Heathrow Terminals 2 & 3,3,3,0
East Acton,Manor House,3,0,0
East Acton,Northfields,3,1,0
East Acton,Northwick Park,3,0,0
East Finchley,Arsenal,3,1,0
East Finchley,Dagenham East,3,0,0
East Finchley,Gants Hill,3,1,0
East Finchley,Goldhawk Road,3,1,0
East Finchley,Hounslow Central,3,0,0
East Finchley,Northwood,3,1,0
East Finchley,Perivale,3,1,0
East Finchley,Rickmansworth,3,2,0
East Finchley,Shepherd's Bush Market,3,1,0
East Finchley,Upminster,3,0,0
East Finchley,Woodford,3,1,0
East Ham,Canons Park,3,0,0
East Ham,Heathrow Terminal 5,3,2,0
East Ham,Oakwood,3,1,0
East Ham,Perivale,3,1,0
East Ham,Preston Road,3,0,0
East Ham,Rickmansworth,3,1,0
East Ham,Watford,3,2,0
East Putney,Bounds Green,3,1,0
East Putney,Burnt Oak,3,0,0
East Putney,Dagenham Heathway,3,0,0
East Putney,Edgware,3,1,0
East Putney,High Barnet,3,2,0
East Putney,Mill Hill East,3,1,0
East Putney,Northolt,3,1,0
East Putney,Northwood,3,1,0
East Putney,Osterley,3,1,0
East Putney,South Woodford,3,0,0
East Putney,Southgate,3,1,0
East Putney,Stanmore,3,1,0
East Putney,Upminster,3,0,0
Eastcote,Highgate,3,1,0
Eastcote,Turnpike Lane,3,1,0
Edgware,Bounds Green,3,1,0
Edgware,Dagenham Heathway,3,1,0
Edgware,Greenford,3,2,0
Edgware,Hatton Cross,3,2,0
Edgware,Kew Gardens,3,1,0
Edgware,Woodside Park,3,1,0
Edgware Road,Finchley Central,3,0,0
Edgware Road,Kennington,3,1,0
Elephant & Castle,Debden,3,0,0
Elephant & Castle,Upminster,3,0,0
Elm Park,Colliers Wood,3,0,0
Elm Park,Gants Hill,3,1,0
Elm Park,Morden,3,2,0
Elm Park,Willesden Green,3,1,0
Elverson Road,Beckton,3,1,0
Embankment,East Acton,3,0,0
Embankment,Finchley Central,3,0,0
Embankment,Harrow-on-the-Hill,3,0,0
Embankment,Hendon Central,3,0,0
Embankment,Manor House,3,0,0
Embankment,Royal Oak,3,0,0
Epping,Dagenham East,3,1,0
Euston,Bushey,3,0,0
Euston,North Ealing,3,0,0
Euston,Queensbury,3,0,0
Euston,Rayners Lane,3,0,0
Euston,Upminster Bridge,3,0,0
Euston Square,Bounds Green,3,0,0
Euston Square,Heathrow Terminals 2 & 3,3,1,0
Euston Square,Stamford Brook,3,0,0
Euston Square,Wembley Central,3,1,0
Fairlop,Regent's Park,3,2,0
Farringdon,Chiswick Park,3,0,0
Farringdon,East Acton,3,1,0
Farringdon,Hanger Lane,3,1,0
Farringdon,Highgate,3,1,0
Farringdon,Morden,3,0,0
Farringdon,Park Royal,3,0,0
Farringdon,South Wimbledon,3,0,0
Farringdon,Southfields,3,0,0
Farringdon,Tooting Bec,3,0,0
Farringdon,Tufnell Park,3,1,0
Farringdon,Turnham Green,3,0,0
Finchley Central,Dagenham East,3,1,0
Finchley Central,Goldhawk Road,3,1,0
Finchley Central,Loughton,3,1,0
Finchley Central,Newbury Park,3,1,0
Finchley Central,Northolt,3,2,0
Finchley Central,Shepherd's Bush Market,3,1,0
Finchley Central,Upney,3,0,0
Finchley Central,Wanstead,3,0,0
Finchley Central,West Acton,3,1,0
Finchley Road,Arnos Grove,3,0,0
Finchley Road,Boston Manor,3,0,0
Finchley Road,Bounds Green,3,0,0
Finchley Road,Colliers Wood,3,0,0
Finchley Road,Ealing Common,3,0,0
Finchley Road,Northfields,3,0,0
Finchley Road,Shepherd's Bush Market,3,1,0
Finchley Road,Southgate,3,1,0
Finchley Road,Tufnell Park,3,1,0
Finchley Road & Frognal,Edmonton Green,3,0,0
Finchley Road & Frognal,North Wembley,3,0,0
Finchley Road & Frognal,White Hart Lane,3,0,0
Finsbury Park,West Finchley,3,0,0
Finsbury Park,West Harrow,3,0,0
Finsbury Park,West Ruislip,3,1,0
Fulham Broadway,East Ham,3,0,0
Fulham Broadway,Goldhawk Road,3,1,0
Fulham Broadway,Harrow & Wealdstone,3,1,0
Fulham Broadway,Hendon Central,3,1,0
Fulham Broadway,Shepherd's Bush Market,3,1,0
Fulham Broadway,Stonebridge Park,3,1,0
Fulham Broadway,Tooting Bec,3,0,0
Fulham Broadway,Upton Park,3,0,0
Gallions Reach,All Saints,3,1,0
Gants Hill,Arsenal,3,0,0
Gants Hill,Kensal Green,3,1,0
Gants Hill,Kew Gardens,3,2,0
Gants Hill,Mill Hill East,3,1,0
Gants Hill,Northolt,3,1,0
Gants Hill,Northwood,3,1,0
Gloucester Road,Colliers Wood,3,0,0
Gloucester Road,East Finchley,3,1,0
Gloucester Road,Harrow & Wealdstone,3,1,0
Gloucester Road,Leytonstone,3,0,0
Gloucester Road,Morden,3,1,0
Gloucester Road,Stonebridge Park,3,1,0
Gloucester Road,Tufnell Park,3,0,0
Golders Green,Arnos Grove,3,1,0
Golders Green,Boston Manor,3,1,0
Golders Green,Dagenham Heathway,3,1,0
Golders Green,Hatton Cross,3,1,0
Golders Green,Northfields,3,0,0
Golders Green,South Woodford,3,1,0
Golders Green,Wimbledon Park,3,1,0
Golders Green,Woodford,3,1,0
Goldhawk Road,Kilburn,3,0,0
Goldhawk Road,Mile End,3,0,0
Goldhawk Road,Warwick Avenue,3,1,0
Goodge Street,Covent Garden,3,3,0
Goodge Street,Russell Square,3,2,0
Goodge Street,Vauxhall,3,1,0
Goodge Street,Whitechapel,3,1,0
Gospel Oak,Edmonton Green,3,0,0
Gospel Oak,Kenton,3,1,0
Gospel Oak,Peckham Rye,3,0,0
Gospel Oak,Silver Street,3,0,0
Gospel Oak,White Hart Lane,3,0,0
Grange Hill,Gloucester Road,3,1,0
Grange Hill,Waterloo,3,1,0
Grange Hill,Wembley Park,3,2,0
Great Portland Street,Borough,3,0,0
Great Portland Street,Brixton,3,1,0
Great Portland Street,Hyde Park Corner,3,2,0
Great Portland Street,North Greenwich,3,1,0
Great Portland Street,Willesden Junction,3,1,0
Green Park,Hampstead,3,1,0
Green Park,Kensington,3,1,0
Green Park,Willesden Junction,3,1,0
Greenford,Dollis Hill,3,1,0
Greenford,Hounslow Central,3,1,0
Greenford,Plaistow,3,0,0
Greenford,South Wimbledon,3,1,0
Greenford,Willesden Green,3,1,0
Gunnersbury,Alperton,3,3,0
Gunnersbury,Chalk Farm,3,1,0
Gunnersbury,Clapham North,3,0,0
Gunnersbury,Clapham South,3,1,0
Gunnersbury,Colindale,3,1,0
Gunnersbury,Finchley Central,3,1,0
Gunnersbury,Golders Green,3,2,0
Gunnersbury,Hatton Cross,3,2,0
Gunnersbury,Hendon Central,3,1,0
Gunnersbury,Hounslow East,3,1,0
Gunnersbury,Kennington,3,1,0
Gunnersbury,Kensal Green,3,2,0
Gunnersbury,Lambeth North,3,0,0
Gunnersbury,Shepherd's Bush Market,3,2,0
Gunnersbury,Willesden Green,3,1,0
Gunnersbury,Wood Green,3,0,0
Hackney Central,Bushey,3,1,0
Hackney Central,Carpenders Park,3,1,0
Hackney Central,Headstone Lane,3,1,0
Hackney Central,South Kenton,3,0,0
Hackney Downs,Crouch Hill,3,2,0
Hackney Wick,Clapton,3,1,0
Hackney Wick,Edmonton Green,3,0,0
Hackney Wick,Harrow & Wealdstone,3,0,0
Hackney Wick,Silver Street,3,0,0
Hackney Wick,Stoke Newington,3,0,0
Hainault,Harrow & Wealdstone,3,3,0
Hainault,High Barnet,3,3,0
Hainault,Willesden Green,3,1,0
Hammersmith,Becontree,3,0,0
Hammersmith,Chalfont & Latimer,3,1,0
Hammersmith,Chorleywood,3,1,0
Hammersmith,Ickenham,3,0,0
Hammersmith,Newbury Park,3,0,0
Hammersmith,South Kenton,3,1,0
Hammersmith,Upney,3,0,0
Hammersmith,Wanstead,3,0,0
Hampstead,Acton Town,3,1,0
Hampstead,Bromley-by-Bow,3,1,0
Hampstead,East Putney,3,1,0
Hampstead,Lambeth North,3,1,0
Hampstead,Manor House,3,1,0
Hampstead,Ravenscourt Park,3,1,0
Hampstead,Stockwell,3,1,0
Hampstead,West Kensington,3,1,0
Hampstead,Westbourne Park,3,1,0
Hampstead Heath,Harrow & Wealdstone,3,1,0
Hampstead Heath,Kenton,3,1,0
Hampstead Heath,Peckham Rye,3,0,0
Hampstead Heath,Silver Street,3,0,0
Hampstead Heath,Surrey Quays,3,0,0
Hampstead Heath,Wapping,3,0,0
Hanger Lane,Bromley-by-Bow,3,1,0
Hanger Lane,Chalk Farm,3,2,0
Hanger Lane,Clapham North,3,1,0
Hanger Lane,Colindale,3,1,0
Hanger Lane,Finchley Central,3,1,0
Hanger Lane,Kennington,3,1,0
Hanger Lane,Kilburn Park,3,2,0
Hanger Lane,Manor House,3,1,0
Harlesden,Archway,3,2,0
Harlesden,Blackhorse Road,3,0,0
Harlesden,Denmark Hill,3,2,0
Harlesden,East Putney,3,2,0
Harlesden,Holloway Road,3,1,0
Harlesden,Hoxton,3,1,0
Harlesden,Kentish Town West,3,2,0
Harringay Green Lanes,Highams Park,3,1,0
Harringay Green Lanes,Stonebridge Park,3,1,0
Harringay Green Lanes,Watford Junction,3,2,0
Harrow & Wealdstone,Bromley-by-Bow,3,1,0
Harrow & Wealdstone,Brondesbury,3,2,0
Harrow & Wealdstone,Caledonian Road & Barnsbury,3,1,0
Harrow & Wealdstone,Clapham Common,3,1,0
Harrow & Wealdstone,Clapham South,3,1,0
Harrow & Wealdstone,Dalston Junction,3,2,0
Harrow & Wealdstone,East Ham,3,1,0
Harrow & Wealdstone,Finchley Central,3,1,0
Harrow & Wealdstone,Holloway Road,3,1,0
Harrow & Wealdstone,Homerton,3,1,0
Harrow & Wealdstone,Kentish Town West,3,2,0
Harrow & Wealdstone,Leytonstone,3,1,0
Harrow & Wealdstone,Southfields,3,2,0
Harrow & Wealdstone,Stepney Green,3,1,0
Harrow & Wealdstone,Stockwell,3,1,0
Harrow & Wealdstone,Westbourne Park,3,2,0
Harrow & Wealdstone,Willesden Green,3,1,0
Harrow & Wealdstone,Wood Lane,3,2,0
Harrow-on-the-Hill,Becontree,3,1,0
Harrow-on-the-Hill,Loughton,3,1,0
Harrow-on-the-Hill,Oakwood,3,1,0
Harrow-on-the-Hill,Snaresbrook,3,1,0
Harrow-on-the-Hill,Wanstead,3,0,0
Hatton Cross,Blackhorse Road,3,0,0
Hatton Cross,Clapham Common,3,1,0
Hatton Cross,East Acton,3,2,0
Hatton Cross,East Putney,3,2,0
Hatton Cross,Hampstead,3,1,0
Hatton Cross,Kilburn,3,1,0
Hatton Cross,Oval,3,1,0
Hatton Cross,Stockwell,3,0,0
Hatton Cross,Tottenham Hale,3,0,0
Headstone Lane,Canonbury,3,0,0
Heathrow Terminal 4,Finchley Road,3,1,0
Heathrow Terminal 4,North Acton,3,3,0
Heathrow Terminal 4,Parsons Green,3,1,0
Heathrow Terminal 4,Ravenscourt Park,3,1,0
Heathrow Terminal 4,Regent's Park,3,1,0
Heathrow Terminal 4,Wembley Park,3,2,0
Heathrow Terminal 5,Borough,3,1,0
Heathrow Terminal 5,Harrow-on-the-Hill,3,1,0
Heathrow Terminal 5,Kensington,3,1,0
Heathrow Terminal 5,Kentish Town,3,1,0
Heathrow Terminal 5,Mornington Crescent,3,1,0
Heathrow Terminals 2 & 3,Harrow & Wealdstone,3,2,0
Heathrow Terminals 2 & 3,Warwick Avenue,3,1,0
Heathrow Terminals 2 & 3,Wembley Central,3,3,0
Hendon Central,Arnos Grove,3,1,0
Hendon Central,Boston Manor,3,1,0
Hendon Central,Dagenham Heathway,3,1,0
Hendon Central,Hatton Cross,3,1,0
Hendon Central,Kensal Green,3,1,0
Hendon Central,Kew Gardens,3,1,0
Hendon Central,Stamford Brook,3,1,0
Hendon Central,Upminster,3,0,0
Heron Quays,Gallions Reach,3,0,0
High Barnet,Boston Manor,3,1,0
High Barnet,Burnt Oak,3,1,0
High Barnet,Dagenham Heathway,3,1,0
High Barnet,Dollis Hill,3,1,0
High Barnet,Greenford,3,2,0
High Barnet,Stonebridge Park,3,2,0
High Barnet,Willesden Green,3,2,0
High Street Kensington,Archway,3,1,0
High Street Kensington,Belsize Park,3,2,0
High Street Kensington,Blackhorse Road,3,0,0
High Street Kensington,Caledonian Road,3,1,0
High Street Kensington,Chalk Farm,3,1,0
High Street Kensington,Hampstead,3,1,0
High Street Kensington,Kennington,3,1,0
High Street Kensington,Latimer Road,3,1,0
High Street Kensington,Stepney Green,3,0,0
Highams Park,Cheshunt,3,1,0
Highbury & Islington,Chigwell,3,0,0
Highbury & Islington,Croxley,3,0,0
Highbury & Islington,Fairlop,3,0,0
Highbury & Islington,Hillingdon,3,0,0
Highbury & Islington,Ickenham,3,0,0
Highbury & Islington,Ruislip,3,0,0
Highbury & Islington,South Ruislip,3,0,0
Highbury & Islington,Sudbury Hill,3,0,0
Highgate,Arsenal,3,0,0
Highgate,Bounds Green,3,1,0
Highgate,Dagenham Heathway,3,1,0
Highgate,Kensal Green,3,1,0
Highgate,Neasden,3,1,0
Highgate,South Woodford,3,0,0
Highgate,Southgate,3,1,0
Highgate,Stamford Brook,3,1,0
Highgate,Stonebridge Park,3,2,0
Hillingdon,Archway,3,1,0
Hillingdon,Westbourne Park,3,1,0
Hillingdon,Wood Green,3,0,0
Holborn,Lambeth North,3,0,0
Holland Park,Balham,3,0,0
Holland Park,Belsize Park,3,1,0
Holland Park,Caledonian Road,3,1,0
Holland Park,Kilburn,3,0,0
Holland Park,Maida Vale,3,2,0
Holloway Road,Bow Road,3,1,0
Holloway Road,East Finchley,3,1,0
Holloway Road,Harlesden,3,1,0
Holloway Road,Kilburn Park,3,1,0
Holloway Road,Tufnell Park,3,1,0
Holloway Road,Upton Park,3,0,0
Homerton,North Wembley,3,0,0
Homerton,St James Street,3,0,0
Hornchurch,East Acton,3,1,0
Hornchurch,East Putney,3,1,0
Hornchurch,Heathrow Terminals 2 & 3,3,2,0
Hornchurch,Turnham Green,3,1,0
Hornchurch,Wood Lane,3,1,0
Hounslow Central,Chalk Farm,3,1,0
Hounslow Central,Greenford,3,2,0
Hounslow Central,Kennington,3,1,0
Hounslow Central,Leyton,3,0,0
Hounslow Central,Morden,3,1,0
Hounslow Central,West Acton,3,2,0
Hounslow East,Bow Road,3,0,0
Hounslow East,Chalk Farm,3,1,0
Hounslow East,Clapham South,3,1,0
Hounslow East,East Ham,3,1,0
Hounslow East,Greenford,3,2,0
Hounslow East,Kennington,3,1,0
Hounslow East,Leyton,3,0,0
Hounslow East,Leytonstone,3,1,0
Hounslow East,Maida Vale,3,1,0
Hounslow West,Bromley-by-Bow,3,1,0
Hounslow West,Chalk Farm,3,2,0
Hounslow West,Clapham South,3,1,0
Hounslow West,East Ham,3,1,0
Hounslow West,Leyton,3,0,0
Hounslow West,Leytonstone,3,1,0
Hounslow West,Warwick Avenue,3,1,0
Hoxton,Wembley Central,3,0,0
Hyde Park Corner,Baker Street,3,2,0
Hyde Park Corner,Embankment,3,2,0
Hyde Park Corner,Farringdon,3,1,0
Hyde Park Corner,Vauxhall,3,2,0
Imperial Wharf,Kensal Green,3,1,0
Imperial Wharf,Kenton,3,1,0
Imperial Wharf,Upper Holloway,3,1,0
Island Gardens,Abbey Road,3,0,0
Kennington,Upton Park,3,0,0
Kensal Green,Finchley Central,3,1,0
Kensal Green,Kew Gardens,3,2,0
Kensal Green,Manor House,3,1,0
Kensal Rise,Clapton,3,1,0
Kensal Rise,Crystal Palace,3,0,0
Kensal Rise,Forest Hill,3,0,0
Kensal Rise,Headstone Lane,3,2,0
Kensal Rise,Highams Park,3,0,0
Kensal Rise,Wanstead Park,3,1,0
Kensal Rise,Wood Street,3,0,0
Kensington,Barons Court,3,3,0
Kensington,Blackfriars,3,2,0
Kensington,Charing Cross,3,1,0
Kensington,Leicester Square,3,2,0
Kensington,Parsons Green,3,3,0
Kensington,Southwark,3,1,0
Kensington,Whitechapel,3,1,0
Kentish Town,Acton Town,3,1,0
Kentish Town,Harlesden,3,1,0
Kentish Town,Harrow-on-the-Hill,3,0,0
Kentish Town,Manor House,3,1,0
Kentish Town,Uxbridge,3,1,0
Kentish Town,Warwick Avenue,3,1,0
Kentish Town,West Kensington,3,1,0
Kentish Town,Wood Lane,3,1,0
Kentish Town West,Crouch Hill,3,3,0
Kentish Town West,Harringay Green Lanes,3,2,0
Kentish Town West,South Tottenham,3,1,0
Kentish Town West,Walthamstow Queens Road,3,1,0
Kentish Town West,Wapping,3,0,0
Kentish Town West,Wembley Central,3,1,0
Kenton,Caledonian Road & Barnsbury,3,1,0
Kenton,Dalston Kingsland,3,1,0
Kenton,Denmark Hill,3,2,0
Kenton,East Putney,3,2,0
Kenton,Hackney Central,3,1,0
Kenton,Homerton,3,1,0
Kenton,Kentish Town West,3,2,0
Kenton,Turnham Green,3,1,0
Kew Gardens,Alperton,3,2,0
Kew Gardens,Clapham North,3,0,0
Kew Gardens,Clapham South,3,1,0
Kew Gardens,Colindale,3,1,0
Kew Gardens,East Ham,3,0,0
Kew Gardens,Golders Green,3,2,0
Kew Gardens,Goldhawk Road,3,1,0
Kew Gardens,Hatton Cross,3,2,0
Kew Gardens,Hendon Central,3,1,0
Kew Gardens,Holloway Road,3,1,0
Kew Gardens,Homerton,3,1,0
Kew Gardens,Hounslow East,3,1,0
Kew Gardens,Kennington,3,1,0
Kew Gardens,Lambeth North,3,0,0
Kew Gardens,Stonebridge Park,3,3,0
Kew Gardens,Willesden Green,3,1,0
Kew Gardens,Wood Green,3,0,0
Kilburn,Arnos Grove,3,1,0
Kilburn,Bounds Green,3,1,0
Kilburn,Dagenham Heathway,3,0,0
Kilburn,Hatton Cross,3,1,0
Kilburn,Shepherd's Bush Market,3,1,0
Kilburn,South Ealing,3,0,0
Kilburn,Southgate,3,1,0
Kilburn,Tufnell Park,3,1,0
Kilburn High Road,Kew Gardens,3,1,0
Kilburn Park,Blackhorse Road,3,0,0
Kilburn Park,Harrow-on-the-Hill,3,1,0
Kilburn Park,Stepney Green,3,1,0
King's Cross St. Pancras,Sudbury Town,3,0,0
Kingsbury,Bayswater,3,1,0
Kingsbury,Bow Road,3,1,0
Kingsbury,Kew Gardens,3,2,0
Kingsbury,Northfields,3,0,0
Kingsbury,Plaistow,3,0,0
Kingsbury,Tooting Bec,3,0,0
Knightsbridge,Borough,3,1,0
Knightsbridge,Gunnersbury,3,1,0
Knightsbridge,Kensington,3,2,0
Knightsbridge,Lancaster Gate,3,2,0
Knightsbridge,Queensway,3,1,0
Ladbroke Grove,Chalk Farm,3,2,0
Ladbroke Grove,Clapham North,3,0,0
Ladbroke Grove,Ealing Common,3,1,0
Ladbroke Grove,Finchley Central,3,1,0
Ladbroke Grove,Golders Green,3,2,0
Ladbroke Grove,Southfields,3,2,0
Ladbroke Grove,Stockwell,3,1,0
Ladbroke Grove,Wembley Central,3,2,0
Lambeth North,Kennington,3,2,0
Lancaster Gate,East Finchley,3,1,0
Lancaster Gate,Northwick Park,3,0,0
Lancaster Gate,Tooting Bec,3,0,0
Lancaster Gate,Uxbridge,3,1,0
Lancaster Gate,Wembley Central,3,1,0
Lancaster Gate,Willesden Green,3,1,0
Latimer Road,Putney Bridge,3,1,0
Latimer Road,Turnham Green,3,2,0
Leyton,Burnt Oak,3,0,0
Leyton,Canons Park,3,0,0
Leyton,Heathrow Terminal 4,3,1,0
Leyton,Hornchurch,3,1,0
Leyton,Oakwood,3,1,0
Leyton,South Ealing,3,0,0
Leyton Midland Road,Bush Hill Park,3,0,0
Leytonstone,Brent Cross,3,1,0
Leytonstone,Hornchurch,3,1,0
Leytonstone,Hounslow Central,3,0,0
Leytonstone,Kensal Green,3,1,0
Leytonstone,South Ealing,3,0,0
Leytonstone,Watford,3,2,0
Leytonstone High Road,Bush Hill Park,3,0,0
Leytonstone High Road,Chingford,3,2,0
Limehouse,Beckton Park,3,1,0
Liverpool Street,Cockfosters,3,0,0
Liverpool Street,South Kenton,3,0,0
Liverpool Street,Sudbury Town,3,0,0
London Bridge,Fairlop,3,0,0
London Bridge,Hillingdon,3,0,0
London Bridge,Sudbury Hill,3,0,0
London Bridge,Sudbury Town,3,0,0
London Fields,Crouch Hill,3,1,0
Loughton,Greenford,3,1,0
Loughton,Morden,3,2,0
Loughton,South Wimbledon,3,1,0
Loughton,Tooting Bec,3,1,0
Loughton,Wembley Central,3,2,0
Loughton,Willesden Green,3,1,0
Maida Vale,Manor House,3,0,0
Maida Vale,Stepney Green,3,1,0
Maida Vale,Uxbridge,3,1,0
Maida Vale,Wood Green,3,1,0
Manor House,Debden,3,1,0
Manor House,Kensal Green,3,1,0
Manor House,Snaresbrook,3,0,0
Manor House,South Woodford,3,1,0
Manor House,Woodford,3,1,0
Manor House,Woodside Park,3,1,0
Mansion House,Angel,3,1,0
Mansion House,Canning Town,3,0,0
Mansion House,Elephant & Castle,3,1,0
Marble Arch,Chalk Farm,3,1,0
Marble Arch,Kilburn,3,0,0
Marble Arch,Ladbroke Grove,3,1,0
Marble Arch,Parsons Green,3,1,0
Marble Arch,Queen's Park,3,1,0
Marble Arch,Richmond,3,1,0
Marylebone,Arsenal,3,0,0
Marylebone,Ealing Common,3,0,0
Marylebone,Kew Gardens,3,0,0
Marylebone,Kingsbury,3,0,0
Marylebone,Plaistow,3,0,0
Mile End,Burnt Oak,3,0,0
Mile End,Hounslow East,3,0,0
Mile End,Kingsbury,3,0,0
Mile End,Mill Hill East,3,1,0
Mile End,Northfields,3,0,0
Mile End,Northwood,3,0,0
Mile End,Southgate,3,1,0
Mile End,Stanmore,3,1,0
Mill Hill East,Colindale,3,2,0
Mill Hill East,Holloway Road,3,1,0
Mill Hill East,Hyde Park Corner,3,2,0
Moor Park,Brixton,3,2,0
Moor Park,Green Park,3,-3,0
Moor Park,Kentish Town,3,1,0
Moor Park,Kilburn,3,1,0
Moor Park,Mile End,3,1,0
Moor Park,Wimbledon,3,4,0
Moorgate,Acton Town,3,0,0
Moorgate,East Putney,3,0,0
Moorgate,Leyton,3,0,0
Moorgate,Leytonstone,3,0,0
Moorgate,Manor House,3,0,0
Moorgate,Putney Bridge,3,0,0
Moorgate,Ravenscourt Park,3,0,0
Moorgate,Warwick Avenue,3,0,0
Moorgate,West Kensington,3,0,0
Morden,Eastcote,3,0,0
Morden,Hainault,3,0,0
Morden,Hornchurch,3,1,0
Morden,North Wembley,3,1,0
Morden,Oakwood,3,1,0
Morden,Preston Road,3,1,0
Mornington Crescent,Marylebone,3,1,0
Neasden,Clapham North,3,1,0
Neasden,Heathrow Terminals 2 & 3,3,2,0
Neasden,Manor House,3,1,0
Neasden,Southfields,3,1,0
Neasden,Upton Park,3,1,0
New Cross Gate,North Wembley,3,0,0
Newbury Park,Arnos Grove,3,1,0
Newbury Park,Edgware,3,2,0
Newbury Park,High Barnet,3,4,0
Newbury Park,Hounslow East,3,0,0
Newbury Park,Mill Hill East,3,1,0
Newbury Park,Neasden,3,1,0
Newbury Park,Stonebridge Park,3,2,0
Newbury Park,Upney,3,1,0
Newbury Park,Woodside Park,3,1,0
North Acton,Highgate,3,1,0
North Acton,Hounslow East,3,1,0
North Acton,Kingsbury,3,1,0
North Acton,Morden,3,1,0
North Acton,Osterley,3,1,0
North Acton,Plaistow,3,0,0
North Acton,South Wimbledon,3,0,0
North Acton,Willesden Green,3,1,0
North Acton,Wimbledon Park,3,1,0
North Ealing,Aldgate East,3,1,0
North Ealing,Seven Sisters,3,1,0
North Ealing,Wembley Park,3,2,0
North Greenwich,Buckhurst Hill,3,0,0
North Greenwich,Chorleywood,3,1,0
North Greenwich,Elm Park,3,1,0
North Greenwich,Moor Park,3,0,0
North Greenwich,North Ealing,3,0,0
North Greenwich,North Wembley,3,0,0
North Greenwich,Northwood Hills,3,0,0
North Harrow,Clapham South,3,1,0
North Harrow,East Ham,3,1,0
North Harrow,Manor House,3,1,0
North Wembley,Archway,3,1,0
North Wembley,Bermondsey,3,1,0
North Wembley,Blackhorse Road,3,0,0
North Wembley,Borough,3,1,0
North Wembley,Denmark Hill,3,2,0
North Wembley,Hyde Park Corner,3,2,0
North Wembley,Ladbroke Grove,3,2,0
North Wembley,Tottenham Hale,3,0,0
Northfields,Bayswater,3,1,0
Northfields,East Finchley,3,1,0
Northfields,Goldhawk Road,3,2,0
Northfields,Highgate,3,1,0
Northfields,Kingsbury,3,1,0
Northfields,Morden,3,1,0
Northfields,Northolt,3,2,0
Northfields,Plaistow,3,0,0
Northfields,Tooting Bec,3,0,0
Northfields,Willesden Green,3,1,0
Northolt,Bounds Green,3,1,0
Northolt,Dagenham Heathway,3,1,0
Northolt,Edgware,3,1,0
Northolt,High Barnet,3,3,0
Northolt,Shepherd's Bush Market,3,1,0
Northolt,Upminster,3,0,0
Northwick Park,Clapham North,3,0,0
Northwick Park,East Finchley,3,1,0
Northwick Park,East Ham,3,1,0
Northwick Park,Leytonstone,3,1,0
Northwick Park,Maida Vale,3,1,0
Northwick Park,Manor House,3,1,0
Northwick Park,Southfields,3,1,0
Northwick Park,Warwick Avenue,3,1,0
Northwick Park,West Kensington,3,1,0
Northwood,Ealing Common,3,1,0
Northwood,East Finchley,3,2,0
Northwood,Eastcote,3,2,0
Northwood,Leyton,3,1,0
Northwood,Morden,3,1,0
Northwood,Ruislip Manor,3,1,0
Northwood,South Wimbledon,3,0,0
Northwood,Upton Park,3,1,0
Northwood Hills,Archway,3,2,0
Northwood Hills,Caledonian Road,3,1,0
Northwood Hills,Chiswick Park,3,2,0
